doi,title,journal_title,year
10.2139/ssrn.3464631,Molecular and Skeletal Fingerprints of Scleractinian Coral Biomineralization from the Sea Surface to Mesophotic Depths,Social Science Research Network,2019
10.2139/ssrn.3381954,Propagation of Hippocampal Ripples to the Neocortex by Way of a Subiculum-Retrospleanial Pathway,Social Science Research Network,2019
10.2139/ssrn.3403353,Randomised Controlled Trial of Rivaroxaban Compared to Standard Anticoagulants for the Treatment of Acute Venous Thromboembolism in Children,Social Science Research Network,2019
10.2139/ssrn.3388826,Rational Response-Adapted Risk Stratification and Treatment for Children with Late Bone Marrow Relapses of B-Cell Precursor Acute Lymphoblastic Leukaemia: A Report from the <i>ALL-REZ BFM</i> Trial Group,Social Science Research Network,2019
10.2139/ssrn.3414425,Real-Life Experience of Using Hydroxycarbamide to Treat Children Affected with Sickle Cell Disease: The ESCORT-HU Cohort Study,Social Science Research Network,2019
10.2139/ssrn.3487808,Rivaroxaban for Treatment of Paediatric Venous Thromboembolism. An EINSTEIN-Jr Phase 3 Dose-Exposure-Response Evaluation,Social Science Research Network,2019
https://refubium.fu-berlin.de/bitstream/fub188/23915/3/2019_Dirnagl_et-al.pdf,Standard operating procedures (SOP) in experimental stroke research: SOP for middle cerebral artery occlusion in the mouse,Refubium,2019
10.2139/ssrn.3321491,The Outcomes of Primary Aldosteronism Patients in the AVIS-2 Study,Social Science Research Network,2019
10.2139/ssrn.3313272,The Video-Microscopy Linked Electrochemical Cell – An Innovative Method Allowing for a More Accurate Interpretation of Electrochemical Measurements of Magnesium Degradation,Social Science Research Network,2019
10.2139/ssrn.3496940,Total Retroperitoneal En Bloc Resection of Multivisceral-Peritoneal Packet (TROMP Operation): A Novel Surgical Technique for Advanced Ovarian Cancer; Retrospective Cohort Analysis of a Prospective Collected Database,Social Science Research Network,2019
10.1101/511709,EHD2-mediated restriction of caveolar dynamics regulates cellular lipid uptake,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/512871,In-silico Exploration of Mouse Brain Dynamics by Stimulation explains Functional Networks and Sensory Processing,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/514216,Perceptions and prospects in life sciences in a heterogeneous Latin American population,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/516708,Multiple two-photon targeted whole-cell patch-clamp recordings from monosynaptically connected neurons in vivo,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/515403,Prioritization of metabolic genes as novel therapeutic targets in estrogen-receptor negative breast tumors using multi-omics data and text mining,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/519231,Semantic Integration of Clinical Laboratory Tests from Electronic Health Records for Deep Phenotyping and Biomarker Discovery,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/509554,10Kin1day: A bottom-up neuroimaging initiative,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/526236,Platelet-neutrophil aggregates promote skin pathology in psoriasis,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/518290,Cis-epistasis at the LPA locus and risk of coronary artery disease,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/532374,Disease-associated scaffold protein CNK2 modulates PSD size and influences trafficking of new synaptic binding partner TNIK,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/537258,Increasing molar activity by HPLC purification improves 68Ga-DOTA-NAPamide tumor accumulation in a B16/F1 melanoma xenograft model,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/534370,Subcortical Shape Alterations in Major Depressive Disorder: Findings from the ENIGMA Major Depressive Disorder Working Group,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/539692,"Hybrid genome assembly and annotation of Danionella translucida, a transparent fish with the smallest known vertebrate brain",bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/540880,A neurodevelopmental origin of behavioral individuality,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/541458,Prediction of combination therapies based on topological modeling of the immune signaling network in Multiple Sclerosis,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/542498,Network-specific synchronization of electrical slow-wave oscillations regulates sleep in Drosophila,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/542852,Weak Coupling Between Intracellular Feedback Loops Explains Dissociation of Clock Gene Dynamics,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/533398,Allele-specific transcript abundance: A pilot study in healthy centenarians,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/547216,Robust network inference using response logic,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/551861,Small Molecule Screening in Zebrafish Embryos Identifies Signaling Pathways Regulating Early Thyroid Development,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/551390,SURF1 mutations causative of Leigh syndrome impair human neurogenesis,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/556829,BKV clearance time correlates with exhaustion state and T-cell receptor repertoire shape of BKV-specific T-cells in renal transplant patients,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/554725,From prevalence to incidence - a new approach in the hospital setting,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/558478,"Precision-weighting of superior frontal cortex unsigned prediction error signals benefits learning, is mediated by dopamine, and is impaired in psychosis",bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/560623,Brain Aging in Major Depressive Disorder: Results from the ENIGMA Major Depressive Disorder working group,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/564781,Cue-induced effects on decision-making distinguish subjects with gambling disorder from healthy controls,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/566877,Inter-Individual and Inter-Strain Differences in Cognitive and Social Abilities of Dark Agouti and Wistar Han Rats,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/566562,Functional dissection of TADs reveals non-essential and instructive roles in regulating gene expression,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/571026,Nijmegen Breakage Syndrome (NBS) is a Telomeropathy: Analysis of Telomere Length in NBS Homo- and Heterozygotes and Humanized Nbs Mice,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/568030,Whisking asymmetry signals motor preparation and the behavioral state of mice,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/575209,Connectivity profile of thalamic deep brain stimulation to effectively treat essential tremor,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/576405,"A systematic evaluation of the design, orientation, and sequence context dependencies of massively parallel reporter assays",bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/575902,CMKLR1-targeting peptide tracers for PET/MR imaging of breast cancer,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/575829,The microbiota regulates inflammatory responses to toxin-induced CNS demyelination but has minimal impact on remyelination,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/579169,Social hierarchy regulates ocular dominance plasticity in adult male mice,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/586396,"Distinct immune evasion in APOBEC-enriched, HPV-negative HNSCC",bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/590570,A Robust Model for Circadian Redox Oscillations,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/599506,An inactivation switch enables rhythms in a<i>Neurospora</i>clock model,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/600205,Linking molecular pathways and large-scale computational modeling to assess candidate disease mechanisms and pharmacodynamics in Alzheimer’s disease,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/602334,Random forest-based modelling to detect biomarkers for prostate cancer progression,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/601468,Ribo-seQC: comprehensive analysis of cytoplasmic and organellar ribosome profiling data,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/602151,Synaptic control of DNA-methylation involves activity-dependent degradation of DNMT3a1 in the nucleus,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/604637,Chemical biofilm dislodgement with chelating and reducing agents in comparison to sonication: implications for the diagnosis of implant associated infection,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/587196,RICOPILI: Rapid Imputation for COnsortias PIpeLIne,bioRxiv (Cold Spring Harbor Laboratory),2019
10.21203/rs.2.9124/v1,"Emergence Delirium in children and intraoperative Electroencephalogram Burst Suppression – findings from a prospective, observational study",Research Square,2019
10.1101/608695,Whole-genome fingerprint of the DNA methylome during chemically induced differentiation of the human AML cell line HL-60/S4,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/610626,Inverse Transformed Encoding Models – a solution to the problem of correlated trial-by-trial parameter estimates in fMRI decoding,bioRxiv (Cold Spring Harbor Laboratory),2019
10.21203/rs.2.9386/v1,Social support and unmet social needs in life after stroke: a cross-sectional observational study,Research Square,2019
10.1101/630558,Association of simple renal cysts and chronic kidney disease with large abdominal aortic aneurysm,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/630202,Modeling glioblastoma invasion using human brain organoids and single-cell transcriptomics,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/631325,Directional DBS Leads Show Large Deviations from their Intended Implantation Orientation,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/630087,Benchmarking Single-Cell RNA Sequencing Protocols for Cell Atlas Projects,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/635573,Complement- and inflammasome-mediated autoinflammation-paroxysmal nocturnal hemoglobinuria,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/641837,A helminth chitinase structurally similar to mammalian chitinase displays immunomodulatory properties,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/639328,High-throughput microcircuit analysis of individual human brains through next-generation multineuron patch-clamp,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/646273,BOLD and EEG Signal Variability at Rest Differently Relate to Aging in the Human Brain,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/643676,Fighting antimicrobial resistance in Pseudomonas aeruginosa with machine learning-enabled molecular diagnostics,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/645077,"Genetic comorbidity between major depression and cardio-metabolic disease, stratified by age at onset of major depression",bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/649046,Metabolic reprogramming and elevation of glutathione in chromophobe renal cell carcinomas,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/651265,Papillary renal cell carcinomas rewire glutathione metabolism and are deficient in anabolic glucose synthesis,bioRxiv (Cold Spring Harbor Laboratory),2019
10.7287/peerj.preprints.27717v2,DigestiFlow - reproducible demultiplexing for the single cell era,PeerJ Preprints,2019
10.1101/645184,"Sleep, regional grey matter volumes, and psychological functioning in adolescents",bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/649822,7 Tesla MRI of the <i>ex vivo</i> human brain at 100 micron resolution,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/660365,Memorability of photographs in subjective cognitive decline and mild cognitive impairment: implications for cognitive assessment,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/537712,Deep Brain Stimulation induced normalization of the human functional connectome in Parkinson’s Disease,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/665976,Left prefrontal impact links subthalamic stimulation with depressive symptoms,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/667600,Identification of TMEM206 proteins as pore of ASOR acid-sensitive chloride channels,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/668160,Low-Density Granulocytes are a novel immunopathological feature in both Multiple Sclerosis and Neuromyelitis optica spectrum disorder,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/669150,Cohort profile: The LipidCardio Study - Role of Lipoproteins in Cardiovascular Disease,bioRxiv (Cold Spring Harbor Laboratory),2019
10.1101/671453,Predicting Functional Effects of Missense Variants in Voltage-Gated Sodium and Calcium Channels,bioRxiv (Cold Spring Harbor Laboratory),2019
10.20944/preprints201906.0140.v1,An Inactivation Switch Enables Rhythms in a <em>Neurospora</em> Clock Model,Preprints.org,2019
